label,param_name,param_val,value_type,exp_err
remote_msg_ip_conf-host_1_timeout-min,remote_msg_ip_conf.host_1_timeout,1,int32_value,nil
remote_msg_ip_conf-host_1_timeout-mid,remote_msg_ip_conf.host_1_timeout,32500,int32_value,nil
remote_msg_ip_conf-host_1_timeout-max,remote_msg_ip_conf.host_1_timeout,65000,int32_value,nil
remote_msg_ip_conf-host_1_timeout-upper,remote_msg_ip_conf.host_1_timeout,65001,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_1_timeout-zero,remote_msg_ip_conf.host_1_timeout,0,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_1_timeout-neg,remote_msg_ip_conf.host_1_timeout,-1,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_1_protocol-min,remote_msg_ip_conf.host_1_protocol,0,int32_value,nil
remote_msg_ip_conf-host_1_protocol-mid,remote_msg_ip_conf.host_1_protocol,1,int32_value,nil
remote_msg_ip_conf-host_1_protocol-max,remote_msg_ip_conf.host_1_protocol,2,int32_value,nil
remote_msg_ip_conf-host_1_protocol-upper,remote_msg_ip_conf.host_1_protocol,3,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_1_protocol-neg,remote_msg_ip_conf.host_1_protocol,-1,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_ip-min,remote_msg_ip_conf.host_2_ip,0.0.0.1,UTF8string_value,nil
remote_msg_ip_conf-host_2_ip-mid,remote_msg_ip_conf.host_2_ip,10.99.11.233,UTF8string_value,nil
remote_msg_ip_conf-host_2_ip-max,remote_msg_ip_conf.host_2_ip,223.255.255.255,UTF8string_value,nil
remote_msg_ip_conf-host_2_ip-upper,remote_msg_ip_conf.host_2_ip,255.255.255.256,UTF8string_value,"Generic_error.new"
remote_msg_ip_conf-host_2_ip-zero,remote_msg_ip_conf.host_2_ip,0.0.0.0,UTF8string_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_ip-garbage,remote_msg_ip_conf.host_2_ip,@$%^&*,UTF8string_value,"Generic_error.new"
remote_msg_ip_conf-host_2_port-min,remote_msg_ip_conf.host_2_port,1,int32_value,nil
remote_msg_ip_conf-host_2_port-mid,remote_msg_ip_conf.host_2_port,32500,int32_value,nil
remote_msg_ip_conf-host_2_port-max,remote_msg_ip_conf.host_2_port,65000,int32_value,nil
remote_msg_ip_conf-host_2_port-upper,remote_msg_ip_conf.host_2_port,65001,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_port-neg,remote_msg_ip_conf.host_2_port,-1,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_port-zero,remote_msg_ip_conf.host_2_port,0,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_timeout-min,remote_msg_ip_conf.host_2_timeout,1,int32_value,nil
remote_msg_ip_conf-host_2_timeout-mid,remote_msg_ip_conf.host_2_timeout,32500,int32_value,nil
remote_msg_ip_conf-host_2_timeout-max,remote_msg_ip_conf.host_2_timeout,65000,int32_value,nil
remote_msg_ip_conf-host_2_timeout-upper,remote_msg_ip_conf.host_2_timeout,65001,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_timeout-zero,remote_msg_ip_conf.host_2_timeout,0,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_timeout-neg,remote_msg_ip_conf.host_2_timeout,-1,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_protocol-min,remote_msg_ip_conf.host_2_protocol,0,int32_value,nil
remote_msg_ip_conf-host_2_protocol-mid,remote_msg_ip_conf.host_2_protocol,1,int32_value,nil
remote_msg_ip_conf-host_2_protocol-max,remote_msg_ip_conf.host_2_protocol,2,int32_value,nil
remote_msg_ip_conf-host_2_protocol-upper,remote_msg_ip_conf.host_2_protocol,3,int32_value,Config_invalid_value_error.new
remote_msg_ip_conf-host_2_protocol-neg,remote_msg_ip_conf.host_2_protocol,-1,int32_value,Config_invalid_value_error.new
