label,param_name,param_val,value_type,exp_err
gpio-sdac_max_door_held_open_dur-min,gpio.sdac_max_door_held_open_dur,1,int32_value,nil
gpio-sdac_max_door_held_open_dur-mid,gpio.sdac_max_door_held_open_dur,1800,int32_value,nil
gpio-sdac_max_door_held_open_dur-max,gpio.sdac_max_door_held_open_dur,3600,int32_value,nil
gpio-sdac_max_door_held_open_dur-upper,gpio.sdac_max_door_held_open_dur,3601,int32_value,Config_invalid_value_error.new
gpio-sdac_max_door_held_open_dur-zero,gpio.sdac_max_door_held_open_dur,0,int32_value,Config_invalid_value_error.new
gpio-sdac_max_door_held_open_dur-neg,gpio.sdac_max_door_held_open_dur,-1,int32_value,Config_invalid_value_error.new
gpio-sdac_rte_mode-min,gpio.sdac_rte_mode,0,int32_value,nil
gpio-sdac_rte_mode-mid,gpio.sdac_rte_mode,1,int32_value,nil
gpio-sdac_rte_mode-max,gpio.sdac_rte_mode,2,int32_value,nil
gpio-sdac_rte_mode-upper,gpio.sdac_rte_mode,3,int32_value,Config_invalid_value_error.new
gpio-sdac_rte_mode-neg,gpio.sdac_rte_mode,-1,int32_value,Config_invalid_value_error.new
gpio-sdac_rte_egress_timeout-min,gpio.sdac_rte_egress_timeout,1,int32_value,nil
gpio-sdac_rte_egress_timeout-mid,gpio.sdac_rte_egress_timeout,150,int32_value,nil
gpio-sdac_rte_egress_timeout-max,gpio.sdac_rte_egress_timeout,300,int32_value,nil
gpio-sdac_rte_egress_timeout-upper,gpio.sdac_rte_egress_timeout,301,int32_value,Config_invalid_value_error.new
gpio-sdac_rte_egress_timeout-zero,gpio.sdac_rte_egress_timeout,0,int32_value,Config_invalid_value_error.new
gpio-sdac_rte_egress_timeout-neg,gpio.sdac_rte_egress_timeout,-1,int32_value,Config_invalid_value_error.new
gpio-sdac_push_btn_mode-min,gpio.sdac_push_btn_mode,0,int32_value,nil
gpio-sdac_push_btn_mode-max,gpio.sdac_push_btn_mode,1,int32_value,nil
gpio-sdac_push_btn_mode-upper,gpio.sdac_push_btn_mode,2,int32_value,Config_invalid_value_error.new
gpio-sdac_push_btn_mode-neg,gpio.sdac_push_btn_mode,-1,int32_value,Config_invalid_value_error.new
gpio-tom_mode-min,gpio.tom_mode,0,int32_value,nil
gpio-tom_mode-max,gpio.tom_mode,1,int32_value,nil
gpio-tom_mode-upper,gpio.tom_mode,2,int32_value,Config_invalid_value_error.new
gpio-tom_mode-neg,gpio.tom_mode,-1,int32_value,Config_invalid_value_error.new
gpio-tom_duration-min,gpio.tom_duration,1,int32_value,nil
gpio-tom_duration-mid,gpio.tom_duration,780,int32_value,nil
gpio-tom_duration-max,gpio.tom_duration,1440,int32_value,nil
gpio-tom_duration-upper,gpio.tom_duration,1441,int32_value,Config_invalid_value_error.new
gpio-tom_duration-zero,gpio.tom_duration,0,int32_value,Config_invalid_value_error.new
gpio-tom_duration-neg,gpio.tom_duration,-1,int32_value,Config_invalid_value_error.new
gpio-gpo0_default_state-min,gpio.gpo0_default_state,0,int32_value,nil
gpio-gpo0_default_state-max,gpio.gpo0_default_state,1,int32_value,nil
gpio-gpo0_default_state-upper,gpio.gpo0_default_state,2,int32_value,Config_invalid_value_error.new
gpio-gpo0_default_state-neg,gpio.gpo0_default_state,-1,int32_value,Config_invalid_value_error.new
gpio-gpo1_default_state-min,gpio.gpo1_default_state,0,int32_value,nil
gpio-gpo1_default_state-max,gpio.gpo1_default_state,1,int32_value,nil
gpio-gpo1_default_state-upper,gpio.gpo1_default_state,2,int32_value,Config_invalid_value_error.new
gpio-gpo1_default_state-neg,gpio.gpo1_default_state,-1,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_0-no-action,gpio.gpi_table_gpi_0,0,int32_value,nil
gpio-gpi_table_gpi_0-search,gpio.gpi_table_gpi_0,2,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_0-reboot,gpio.gpi_table_gpi_0,5,int32_value,nil
gpio-gpi_table_gpi_0-alarm,gpio.gpi_table_gpi_0,6,int32_value,nil
gpio-gpi_table_gpi_0-verify,gpio.gpi_table_gpi_0,1,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_0-enroll,gpio.gpi_table_gpi_0,3,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_0-delete,gpio.gpi_table_gpi_0,4,int32_value,nil
gpio-gpi_table_gpi_0-upper,gpio.gpi_table_gpi_0,7,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_0-neg,gpio.gpi_table_gpi_0,-1,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_1-no-action,gpio.gpi_table_gpi_1,0,int32_value,nil
gpio-gpi_table_gpi_1-search,gpio.gpi_table_gpi_1,2,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_1-reboot,gpio.gpi_table_gpi_1,5,int32_value,nil
gpio-gpi_table_gpi_1-alarm,gpio.gpi_table_gpi_1,6,int32_value,nil
gpio-gpi_table_gpi_1-verify,gpio.gpi_table_gpi_1,1,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_1-enroll,gpio.gpi_table_gpi_1,3,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_1-delete,gpio.gpi_table_gpi_1,4,int32_value,nil
gpio-gpi_table_gpi_1-upper,gpio.gpi_table_gpi_1,7,int32_value,Config_invalid_value_error.new
gpio-gpi_table_gpi_1-neg,gpio.gpi_table_gpi_1,-1,int32_value,Config_invalid_value_error.new
gpio-gpi_duration-min,gpio.gpi_duration,0,int32_value,nil
gpio-gpi_duration-mid,gpio.gpi_duration,8000,int32_value,nil
gpio-gpi_duration-max,gpio.gpi_duration,16383,int32_value,nil
gpio-gpi_duration-upper,gpio.gpi_duration,16384,int32_value,Config_invalid_value_error.new
gpio-gpi_duration-neg,gpio.gpi_duration,-1,int32_value,Config_invalid_value_error.new
gpio-gpi_active_level-min,gpio.gpi_active_level,0,int32_value,nil
gpio-gpi_active_level-max,gpio.gpi_active_level,1,int32_value,nil
gpio-gpi_active_level-upper,gpio.gpi_active_level,2,int32_value,Config_invalid_value_error.new
gpio-gpi_active_level-neg,gpio.gpi_active_level,-1,int32_value,Config_invalid_value_error.new
gpio-threat_level_mode-enable,gpio.threat_level_mode,1,int32_value,nil
gpio-func_mode-sdac,gpio.func_mode,2,int32_value,nil
gpio-door_open_schedule-min,gpio.door_open_schedule,0,int32_value,nil
gpio-door_open_schedule-max,gpio.door_open_schedule,1,int32_value,nil
gpio-door_open_schedule-upper,gpio.door_open_schedule,2,int32_value,Config_invalid_value_error.new
gpio-door_open_schedule-neg,gpio.door_open_schedule,-1,int32_value,Config_invalid_value_error.new
gpio-threat_level_gpi_0-min,gpio.threat_level_gpi_0,0,int32_value,nil
gpio-threat_level_gpi_0-mid,gpio.threat_level_gpi_0,1,int32_value,nil
gpio-threat_level_gpi_0-max,gpio.threat_level_gpi_0,3,int32_value,nil
gpio-threat_level_gpi_0-upper,gpio.threat_level_gpi_0,4,int32_value,Config_invalid_value_error.new
gpio-threat_level_gpi_0-neg,gpio.threat_level_gpi_0,-1,int32_value,Config_invalid_value_error.new
gpio-threat_level_gpi_1-min,gpio.threat_level_gpi_1,0,int32_value,nil
gpio-threat_level_gpi_1-mid,gpio.threat_level_gpi_1,1,int32_value,nil
gpio-threat_level_gpi_1-max,gpio.threat_level_gpi_1,3,int32_value,nil
gpio-threat_level_gpi_1-upper,gpio.threat_level_gpi_1,4,int32_value,Config_invalid_value_error.new
gpio-threat_level_gpi_1-neg,gpio.threat_level_gpi_1,-1,int32_value,Config_invalid_value_error.new
gpio-func_mode-general,gpio.func_mode,0,int32_value,nil
