label,param_name,param_val,value_type,exp_err
aux_port-verify_port-valid,aux_port.verify_port,-1,int32_value,Config_inexistent_parameter_error.new
aux_port-password-valid,aux_port.password,0,int32_value,Config_inexistent_parameter_error.new
rs485-verify_port-valid,rs485.verify_port,-1,int32_value,Config_inexistent_parameter_error.new
ipnet_eth-is_dhcp_ipv4-valid,ipnetwork_ethernet.is_dhcp_ipv4,0,int32_value,Config_inexistent_parameter_error.new
ipnet_eth-ip_addr_ipv4-valid,ipnetwork_ethernet.ip_addr_ipv4,0.0.0.1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_eth-net_mask_ipv4-valid,ipnetwork_ethernet.net_mask_ipv4,0.0.0.1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_eth-gateway_ipv4-valid,ipnetwork_ethernet.gateway_ipv4,0.0.0.1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_eth-is_dhcp_ipv6-valid,ipnetwork_ethernet.is_dhcp_ipv6,0,int32_value,Config_inexistent_parameter_error.new
ipnet_eth-ip_addr_ipv6-valid,ipnetwork_ethernet.ip_addr_ipv6,::1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_eth-gateway_ipv6-valid,ipnetwork_ethernet.gateway_ipv6,::1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_eth-prefix_len_ipv6-valid,ipnetwork_ethernet.prefix_len_ipv6,0,int32_value,Config_inexistent_parameter_error.new
ipnet_eth-mac_addr-valid,ipnetwork_ethernet.mac_addr,AA==,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_wlan-mode-valid,ipnetwork_wlan.mode,0,int32_value,Config_inexistent_parameter_error.new
ipnet_wlan-is_dhcp_ipv4-valid,ipnetwork_wlan.is_dhcp_ipv4,0,int32_value,Config_inexistent_parameter_error.new
ipnet_wlan-ip_addr_ipv4-valid,ipnetwork_wlan.ip_addr_ipv4,0.0.0.1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_wlan-net_mask_ipv4-valid,ipnetwork_wlan.net_mask_ipv4,0.0.0.1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_wlan-gateway_ipv4-valid,ipnetwork_wlan.gateway_ipv4,0.0.0.1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_wlan-is_dhcp_ipv6-valid,ipnetwork_wlan.is_dhcp_ipv6,0,int32_value,Config_inexistent_parameter_error.new
ipnet_wlan-gateway_ipv6-valid,ipnetwork_wlan.gateway_ipv6,::1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_wlan-prefix_len_ipv6-valid,ipnetwork_wlan.prefix_len_ipv6,0,int32_value,Config_inexistent_parameter_error.new
ipnet_wlan-ip_addr_ipv6-valid,ipnetwork_wlan.ip_addr_ipv6,::1,UTF8string_value,Config_inexistent_parameter_error.new
ipnet_wlan-mac_addr-valid,ipnetwork_wlan.mac_addr,AA==,UTF8string_value,Config_inexistent_parameter_error.new
tna-f_key_group_1_message_text-valid,time_and_attendance.f_key_group_1_message_text,A,UTF8string_value,Config_inexistent_parameter_error.new
tna-f_key_group_2_message_text-valid,time_and_attendance.f_key_group_2_message_text,A,UTF8string_value,Config_inexistent_parameter_error.new
tna-f_key_group_3_message_text-valid,time_and_attendance.f_key_group_3_message_text,A,UTF8string_value,Config_inexistent_parameter_error.new
tna-f_key_group_4_message_text-valid,time_and_attendance.f_key_group_4_message_text,A,UTF8string_value,Config_inexistent_parameter_error.new
serial_comm-protocol_baud_rate-9600,serial_communication.protocol_baud_rate,9600,int32_value,Config_inexistent_parameter_error.new
serial_comm-comm_system-valid,serial_communication.comm_system,0,int32_value,Config_inexistent_parameter_error.new
serial_comm-net_id-valid,serial_communication.net_id,0,int32_value,Config_inexistent_parameter_error.new
controller_feedback-panel_feedback_msg_accept-valid,controller_feedback.panel_feedback_msg_accept,Access Granted,UTF8string_value,Config_inexistent_parameter_error.new
controller_feedback-panel_feedback_msg_reject-valid,controller_feedback.panel_feedback_msg_reject,Access Denied,UTF8string_value,Config_inexistent_parameter_error.new
controller_feedback-panel_feedback_msg_pin-valid,controller_feedback.panel_feedback_msg_pin,Enter PIN,UTF8string_value,Config_inexistent_parameter_error.new
wgn-cust-slot-tamper-valid,wiegand.custom_format_tamper,\u0000\u0000\u0000\u0000Custom wiegand 0\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000A\u0000\u0000\u0000\u0000\u0000\u0000\u0000@\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000,UTF8string_value,Config_inexistent_parameter_error.new
wgn-cust-size-valid,wiegand.custom_format_size,\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\,UTF8string_value,Config_inexistent_parameter_error.new
first_boot-storage_type-,first_boot.storage_type,0,int32_value,Config_inexistent_parameter_error.new
flash_block-data-,first_boot.data,AA==,UTF8string_value,Config_inexistent_parameter_error.new
video_phone-profiles-,video_phone.profiles,AA==,UTF8string_value,Config_inexistent_parameter_error.new
Conf_biometric_mismatch_event-clk_data_id,Conf_biometric_mismatch_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_biometric_mismatch_event-event_settings,Conf_biometric_mismatch_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_black_listed_card_event-clk_data_id,Conf_black_listed_card_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_black_listed_card_event-event_settings,Conf_black_listed_card_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_terminal_boot_completed_event-event_settings,Conf_terminal_boot_completed_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_contactless_card_encoded_event-event_settings,Conf_contactless_card_encoded_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_contactless_security_keys_reseted_event-event_settings,Conf_contactless_security_keys_reseted_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_contactless_card_reseted_event-event_settings,Conf_contactless_card_reseted_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_control_timed_out_event-clk_data_id,Conf_control_timed_out_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_control_timed_out_event-event_settings,Conf_control_timed_out_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_controller_feedback_event-event_settings,Conf_controller_feedback_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_database_deleted_event-event_settings,Conf_database_deleted_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_deletion_completed_event-event_settings,Conf_deletion_completed_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_door_closed_after_alarm_event-event_settings,Conf_door_closed_after_alarm_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_door_locked_back_event-event_settings,Conf_door_locked_back_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_door_opened_for_too_long_event-event_settings,Conf_door_opened_for_too_long_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_door_unlocked_event-event_settings,Conf_door_unlocked_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_duress_finger_event-clk_data_id,Conf_duress_finger_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_duress_finger_event-event_settings,Conf_duress_finger_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_enrolment_completed_event-event_settings,Conf_enrolment_completed_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_face_not_detected_event-clk_data_id,Conf_face_not_detected_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_face_not_detected_event-event_settings,Conf_face_not_detected_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_fake_finger_event-clk_data_id,Conf_fake_finger_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_fake_finger_event-event_settings,Conf_fake_finger_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_forced_door_open_event-event_settings,Conf_forced_door_open_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_firmware_upgrade_event-event_settings,Conf_firmware_upgrade_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_job_code_check_failure_event-clk_data_id,Conf_job_code_check_failure_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_job_code_check_failure_event-event_settings,Conf_job_code_check_failure_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_management_menu_login_event-event_settings,Conf_management_menu_login_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_management_menu_logout_event-event_settings,Conf_management_menu_logout_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_PIN_mismatch_event-clk_data_id,Conf_PIN_mismatch_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_PIN_mismatch_event-event_settings,Conf_PIN_mismatch_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_rejected_by_schedule_event-clk_data_id,Conf_rejected_by_schedule_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_rejected_by_schedule_event-event_settings,Conf_rejected_by_schedule_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_security_policy_changed_event-event_settings,Conf_security_policy_changed_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_settings_changed_event-event_settings,Conf_settings_changed_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_tamper_cleared_event-clk_data_id,Conf_tamper_cleared_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_tamper_cleared_event-event_settings,Conf_tamper_cleared_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_tamper_event-clk_data_id,Conf_tamper_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_tamper_event-event_settings,Conf_tamper_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_transaction_log_file_full_event-event_settings,Conf_transaction_log_file_full_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_user_control_successfull_event-clk_data_id,Conf_user_control_successfull_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_user_control_successfull_event-event_settings,Conf_user_control_successfull_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_user_ID_not_in_database_event-clk_data_id,Conf_user_ID_not_in_database_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_user_ID_not_in_database_event-event_settings,Conf_user_ID_not_in_database_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_user_modification_completed_event-event_settings,Conf_user_modification_completed_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_user_not_in_white_list_event-clk_data_id,Conf_user_not_in_white_list_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_user_not_in_white_list_event-event_settings,Conf_user_not_in_white_list_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
Conf_user_temporal_validity_expired_event-clk_data_id,Conf_user_temporal_validity_expired_event.clk_data_id,65535,int32_value,Config_inexistent_parameter_error.new
Conf_user_temporal_validity_expired_event-event_settings,Conf_user_temporal_validity_expired_event.event_settings,20,int32_value,Config_inexistent_parameter_error.new
